job_id,job_title,company,location,city,state,country,industry,salary,salary_min,salary_max,currency,experience,experience_min,experience_max,employment_type,posting_date,job_description,skills
JOB-000018,Business Intelligence Analyst,Quantum Data Labs,Ahmedabad,Ahmedabad,Gujarat,India,Information Technology,12 LPA,1280000.0,1589726.0,INR,4-4 years,4.0,4.0,Full-time,2026-04-19,"We are hiring a BI Analyst at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Looker, Power BI, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Looker is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Looker, Power BI, SQL, Tableau"
JOB-000019,Data Analyst,Helix Analytics,Bangalore,,Karnataka,India,E-commerce,6 LPA,690000.0,1058963.0,INR,1-4 years,1.0,4.0,Contract,2025-10-27,"We are hiring a Data Analyst at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Power BI,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Power BI, Python, SQL, Tableau"
JOB-000020,BI Engineer,Nexora Data Labs,Bangalore,Bangalore,Karnataka,India,Finance,15 LPA,1595000.0,1968992.0,INR,3-5 years,3.0,5.0,Full-time,2026-07-21,"We are hiring a Analytics Engineer at Nexora Data Labs to join our data team in India. The ideal candidate will have strong experience with Airflow, Git, Looker, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Git,Looker is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Git, Looker, Python, SQL"
JOB-000021,Data Analyst I,Orbit Tech Solutions,Ahmedabad,Ahmedabad,Gujarat,India,Manufacturing,6 LPA,600000.0,975285.0,INR,0-3 years,0.0,3.0,,2026-07-01,"We are hiring a Data Analyst at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Power BI,Python is required. If you are passionate about data and want to grow your career, apply today!","Excel, Power BI, Python, SQL, Tableau"
JOB-000022,BA - Data,Crestwave Systems,Kolkata,Kolkata,West Bengal,India,Finance,12 LPA,1225000.0,1685483.0,INR,5-7 years,5.0,7.0,Full-time,,"We are hiring a Business Analyst at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics"
JOB-000023,Business Analyst,Quantum Data Labs,Kochi,Kochi,Kerala,India,Telecommunications,7 LPA,700000.0,1004288.0,INR,Fresher,0.0,2.0,Full-time,2026-03-23,"We are hiring a Business Analyst at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics"
JOB-000024,Applied Data Scientist,,Ahmedabad,Ahmedabad,Gujarat,India,Information Technology,22 LPA,2279999.0,3816252.0,INR,6-6 years,6.0,6.0,Full-time,2025-11-26,"We are hiring a Data Scientist at Stratum Consulting to join our data team in India. The ideal candidate will have strong experience with Machine Learning, Python, SQL, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, Python, SQL, Statistics, TensorFlow"
JOB-000025,ML Engineer,Crestwave Systems,Mumbai,Mumbai,Maharashtra,India,E-commerce,30 LPA,3074999.0,3799792.0,INR,7-8 years,7.0,8.0,,2026-04-11,"We are hiring a Machine Learning Engineer at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Kubernetes, NLP and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Kubernetes,NLP is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Kubernetes, NLP, Spark"
JOB-000026,BI Engineer,Vertex Insights,Ahmedabad,Ahmedabad,Gujarat,India,Information Technology,15 LPA,1595000.0,2644568.0,INR,3-6 years,,6.0,Contract,2026-03-27,"We are hiring a Analytics Engineer at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with Airflow, Git, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Git,SQL is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Git, SQL, Snowflake"
JOB-000027,Analytics Engineer,Crestwave Systems,Gurgaon,Gurgaon,Haryana,India,Manufacturing,12 LPA,1264999.0,,INR,1-3 years,1.0,3.0,Full-time,2026-04-11,"We are hiring a Analytics Engineer at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Airflow, Git, Looker, Python, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Git,Looker is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Git, Looker, Python, SQL, Snowflake"
JOB-000028,Analytics Analyst,Vertex Insights,Noida,Noida,Uttar Pradesh,India,Telecommunications,6 LPA,690000.0,1018186.0,INR,1-4 years,1.0,4.0,Full-time,2026-05-16,"We are hiring a Data Analyst at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau"
JOB-000029,Junior Business Analyst,Nimbus Data,Noida,Noida,Uttar Pradesh,India,Information Technology,12 LPA,1225000.0,1901952.0,INR,5-8 years,5.0,8.0,Full-time,2026-04-12,"We are hiring a Business Analyst at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics"
JOB-000030,Data Analytics Engineer,Pinnacle Data Corp,Kolkata,Kolkata,West Bengal,India,Information Technology,11 LPA,1100000.0,1667138.0,INR,Fresher,0.0,1.0,Full-time,2026-08-25,"We are hiring a Analytics Engineer at Pinnacle Data Corp to join our data team in India. The ideal candidate will have strong experience with Airflow, Git, Python, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Git,Python is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Git, Python, SQL, Snowflake"
JOB-000031,ML Engineer,Nexora Data Labs,Hyderabad,Hyderabad,Telangana,India,Healthcare,28 LPA,2850000.0,4074887.0,INR,6-8 years,6.0,8.0,Full-time,2025-10-06,"We are hiring a Machine Learning Engineer at Nexora Data Labs to join our data team in India. The ideal candidate will have strong experience with Computer Vision, PyTorch and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,PyTorch,Spark is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, PyTorch, Spark"
JOB-000032,Machine Learning Engineer,Meridian Data,Pune,Pune,Maharashtra,India,Information Technology,30 LPA,3074999.0,5090073.0,INR,7-7 years,7.0,7.0,Full-time,2026-07-13,"We are hiring a Machine Learning Engineer at Meridian Data to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Kubernetes, NLP, PyTorch, Python and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Kubernetes,NLP is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Kubernetes, NLP, PyTorch, Python, TensorFlow"
JOB-000033,Business Intelligence Analyst,Crestwave Systems,Delhi,Delhi,Delhi,India,Consulting,10 LPA,1040000.0,,INR,2-5 years,2.0,5.0,Contract,2025-12-23,"We are hiring a BI Analyst at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Excel, Looker, Power BI, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Looker,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Excel, Looker, Power BI, SQL, Tableau"
JOB-000034,Product Manager - Data,Pinnacle Data Corp,Bangalore,Bangalore,Karnataka,India,Finance,11 LPA,1150000.0,1745357.0,INR,1-1 years,1.0,1.0,Full-time,2025-09-18,"We are hiring a Other at Pinnacle Data Corp to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, SQL"
JOB-000035,BI Engineer,Vertex Insights,Bangalore,Bangalore,Karnataka,India,Finance,15 LPA,1595000.0,2672067.0,INR,3-6 years,3.0,6.0,Contract,2025-12-05,"We are hiring a Analytics Engineer at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with DBT, Git, Looker, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with DBT,Git,Looker is required. If you are passionate about data and want to grow your career, apply today!","DBT, Git, Looker, SQL, Snowflake"
JOB-000036,Junior Data Engineer,Quantum Data Labs,Ahmedabad,Ahmedabad,Gujarat,India,Information Technology,26 LPA,2665000.0,4513880.0,INR,7-8 years,7.0,8.0,Full-time,2025-12-29,,"AWS, Hadoop, Kafka, PostgreSQL, Python, SQL, Spark"
JOB-000037,BI Consultant,TechNova Solutions,Bangalore,Bangalore,Karnataka,India,Telecommunications,11 LPA,1160000.0,1676355.0,INR,3-3 years,3.0,3.0,Full-time,2026-07-15,"We are hiring a BI Analyst at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Looker, Power BI, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Looker is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Looker, Power BI, SQL, Tableau"
JOB-000038,Junior Data Scientist,Orbit Tech Solutions,Noida,Noida,Uttar Pradesh,India,Manufacturing,13 LPA,1380000.0,1950467.0,INR,1-3 years,1.0,3.0,Internship,2025-10-12,"We are hiring a Data Scientist at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Machine Learning, Pandas, Python, R, SQL and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,Pandas,Python is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, Pandas, Python, R, SQL, TensorFlow"
JOB-000039,Senior Data Analyst,FusionWorks,Chennai,,Tamil Nadu,India,Healthcare,18 LPA,1848000.0,3000481.0,INR,8-9 years,8.0,9.0,,2026-06-13,"We are hiring a Data Analyst at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Power BI,Python is required. If you are passionate about data and want to grow your career, apply today!","Excel, Power BI, Python, SQL, Tableau"
JOB-000040,Junior Data Scientist,TechNova Solutions,Chennai,Chennai,Tamil Nadu,India,Healthcare,19 LPA,1920000.0,2631260.0,INR,4-7 years,4.0,7.0,Full-time,2025-11-17,"We are hiring a Data Scientist at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with Pandas, Python, Scikit-learn, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Pandas,Python,Scikit-learn is required. If you are passionate about data and want to grow your career, apply today!","Pandas, Python, Scikit-learn, Statistics, TensorFlow"
JOB-000041,Senior Senior Data Engineer,Meridian Data,Ahmedabad,Ahmedabad,Gujarat,India,Information Technology,34 LPA,3458000.0,5784065.0,INR,6-8 years,6.0,8.0,Full-time,2026-04-07,"We are hiring a Data Engineer at Meridian Data to join our data team in India. The ideal candidate will have strong experience with Kafka, PostgreSQL, Python, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Kafka,PostgreSQL,Python is required. If you are passionate about data and want to grow your career, apply today!","Kafka, PostgreSQL, Python, SQL, Spark"
JOB-000042,Data Science Specialist,Meridian Data,Bangalore,Bangalore,Karnataka,India,Finance,24 LPA,2460000.0,3975391.0,INR,7-10 years,7.0,10.0,Contract,2026-05-25,"We are hiring a Data Scientist at Meridian Data to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Pandas, Python and R. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Pandas is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Pandas, Python, R"
JOB-000043,Junior Business Analyst,InfoSphere Systems,Ahmedabad,Ahmedabad,Gujarat,India,E-commerce,7 LPA,700000.0,1172952.0,INR,Fresher,0.0,1.0,Internship,2025-10-03,"We are hiring a Business Analyst at InfoSphere Systems to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics"
JOB-000044,Big Data Engineer,DataPulse Inc,Gurgaon,Gurgaon,Haryana,India,Healthcare,22 LPA,2275000.0,3300305.0,INR,5-8 years,5.0,8.0,Full-time,2026-02-21,"We are hiring a Data Engineer at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with Docker, Hadoop and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Docker,Hadoop,SQL is required. If you are passionate about data and want to grow your career, apply today!","Docker, Hadoop, SQL"
JOB-000045,Senior AI Engineer,AnalyticsHub,Kolkata,Kolkata,West Bengal,India,Manufacturing,43 LPA,4305000.0,5883561.0,INR,7-8 years,7.0,8.0,Full-time,2026-03-10,"We are hiring a Machine Learning Engineer at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Machine Learning, NLP, PyTorch, Python, SQL, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Machine Learning,NLP is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Machine Learning, NLP, PyTorch, Python, SQL, Spark, TensorFlow"
JOB-000046,Data QA Engineer,Quantum Data Labs,Hyderabad,Hyderabad,Telangana,India,Banking,19 LPA,,2762305.0,INR,6-6 years,6.0,6.0,Full-time,2025-11-16,"We are hiring a Other at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL"
JOB-000047,Business Analytics Consultant,Helix Analytics,Delhi,Delhi,Delhi,India,Telecommunications,9 LPA,910000.0,1320822.0,INR,2-5 years,2.0,5.0,Full-time,2026-06-09,"We are hiring a Business Analyst at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics"
JOB-000048,Data Science Specialist,Nimbus Data,Noida,Noida,Uttar Pradesh,India,Banking,,1560000.0,2120574.0,INR,2-2 years,2.0,2.0,Full-time,2026-01-23,"We are hiring a Data Scientist at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with NumPy, R, SQL and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,R,SQL is required. If you are passionate about data and want to grow your career, apply today!","NumPy, R, SQL, TensorFlow"
